trip_id,pickup_datetime,passenger_count,trip_distance,fare_amount,payment_type,dropoff_datetime
TRIP105235,2022-01-12 02:02:00,4,7.71,40.96,Card,2022-01-12 02:18:00
TRIP105236,2022-01-30 01:02:00,1,1.95,43.68,Cash,2022-01-30 01:20:00
TRIP105237,2022-01-14 14:24:00,2,1.48,7.95,Card,2022-01-14 14:30:00
TRIP105238,2022-01-08 21:19:00,2,6.32,36.84,Card,2022-01-08 21:38:00
TRIP105239,2022-01-14 15:24:00,1,0.4,44.21,Card,2022-01-14 16:23:00
TRIP105240,2022-01-01 01:37:00,1,6.13,15.24,Card,2022-01-01 01:59:00
TRIP105241,2022-01-20 00:10:00,2,1.02,42.77,Cash,2022-01-20 01:10:00
TRIP105242,2022-01-08 03:40:00,3,9.46,42.15,Cash,2022-01-08 03:54:00
TRIP105243,2022-01-28 03:58:00,1,0.85,18.65,Card,2022-01-28 04:26:00
TRIP105244,2022-01-30 13:13:00,1,1.53,16.07,Card,2022-01-30 13:50:00
TRIP105245,2022-01-14 20:19:00,2,1.2,18.52,Cash,2022-01-14 20:33:00
TRIP105246,2022-01-10 01:55:00,3,0.55,40.22,Cash,2022-01-10 02:34:00
TRIP105247,2022-01-27 16:26:00,3,0.31,36.59,Cash,2022-01-27 16:35:00
TRIP105248,2022-01-10 07:26:00,2,4.12,41.57,Card,2022-01-10 07:32:00
TRIP105249,2022-01-19 12:48:00,4,0.06,38.09,Card,2022-01-19 13:34:00
TRIP105250,2022-01-18 08:19:00,1,4.5,27.36,Card,2022-01-18 08:46:00
TRIP105251,2022-01-04 12:00:00,6,6.73,13.56,Card,2022-01-04 12:50:00
TRIP105252,2022-01-13 12:19:00,2,4.27,27.98,Card,2022-01-13 12:59:00
TRIP105253,2022-01-26 13:26:00,6,1.35,41.6,Card,2022-01-26 14:25:00
TRIP105254,2022-01-13 00:07:00,5,3.97,19.44,Card,2022-01-13 00:45:00
TRIP105255,2022-01-29 19:45:00,1,2.69,25.43,Dispute,2022-01-29 19:57:00
TRIP105256,2022-01-27 08:08:00,2,0.98,16.92,Cash,2022-01-27 08:26:00
TRIP105257,2022-01-06 11:13:00,1,1.83,33.03,Cash,2022-01-06 12:09:00
TRIP105258,2022-01-07 21:43:00,2,7.86,11.44,Cash,2022-01-07 22:40:00
TRIP105259,2022-01-25 08:28:00,6,5.54,32.71,Cash,2022-01-25 08:52:00
TRIP105260,2022-01-24 04:49:00,1,3.86,15.42,Cash,2022-01-24 04:54:00
TRIP105261,2022-01-29 17:19:00,2,0.2,39.02,Card,2022-01-29 17:48:00
TRIP105262,2022-01-20 17:07:00,1,0.13,49.52,Card,2022-01-20 18:07:00
TRIP105263,2022-01-29 06:14:00,4,6.56,21.08,Card,2022-01-29 07:14:00
TRIP105264,2022-01-11 22:32:00,3,2.2,10.29,Card,2022-01-11 22:58:00
TRIP105265,2022-01-30 16:07:00,1,0.57,17.78,Card,2022-01-30 16:17:00
TRIP105266,2022-01-07 04:13:00,2,1.49,22.31,Card,2022-01-07 04:33:00
TRIP105267,2022-01-06 15:41:00,1,0.97,5.42,Card,2022-01-06 16:08:00
TRIP105268,2022-01-20 12:50:00,1,1.78,36.98,No Charge,2022-01-20 13:03:00
TRIP105269,2022-01-17 06:59:00,1,1.65,17.21,Cash,2022-01-17 07:41:00
TRIP105270,2022-01-20 04:36:00,4,2.28,7.48,Card,2022-01-20 05:31:00
TRIP105271,2022-01-28 08:52:00,1,1.22,46.23,Card,2022-01-28 09:16:00
TRIP105272,2022-01-26 20:59:00,1,6.25,4.23,Card,2022-01-26 21:16:00
TRIP105273,2022-01-17 02:38:00,5,0.48,11.91,Card,2022-01-17 03:17:00
TRIP105274,2022-01-29 20:01:00,2,3.3,4.43,Cash,2022-01-29 20:24:00
TRIP105275,2022-01-27 04:34:00,3,5.15,27.83,Card,2022-01-27 05:03:00
TRIP105276,2022-01-17 18:25:00,2,15.57,45.91,Card,2022-01-17 18:45:00
TRIP105277,2022-01-01 18:16:00,2,15.0,20.65,Cash,2022-01-01 19:08:00
TRIP105278,2022-01-30 12:32:00,2,0.5,16.0,Card,2022-01-30 13:20:00
TRIP105279,2022-01-01 01:30:00,1,1.46,5.66,Card,2022-01-01 02:01:00
TRIP105280,2022-01-21 19:47:00,1,1.63,7.15,Cash,2022-01-21 20:35:00
TRIP105281,2022-01-15 09:34:00,6,0.69,23.53,Card,2022-01-15 10:12:00
TRIP105282,2022-01-05 16:03:00,3,5.51,16.83,Card,2022-01-05 16:39:00
TRIP105283,2022-01-08 12:48:00,1,5.8,19.78,Card,2022-01-08 13:27:00
TRIP105284,2022-01-09 20:11:00,1,0.73,48.29,Card,2022-01-09 20:40:00
TRIP105285,2022-01-26 06:16:00,5,0.47,17.03,Cash,2022-01-26 06:23:00
TRIP105286,2022-01-18 08:53:00,2,1.19,34.72,Card,2022-01-18 09:17:00
TRIP105287,2022-01-19 12:56:00,1,4.88,5.59,Cash,2022-01-19 13:24:00
TRIP105288,2022-01-28 15:53:00,1,1.68,6.06,Card,2022-01-28 16:09:00
TRIP105289,2022-01-09 04:05:00,1,2.92,33.11,Cash,2022-01-09 04:39:00
TRIP105290,2022-01-29 10:25:00,3,2.09,39.81,No Charge,2022-01-29 11:23:00
TRIP105291,2022-01-26 11:37:00,1,2.89,25.42,Card,2022-01-26 12:24:00
TRIP105292,2022-01-26 01:34:00,4,1.2,13.34,No Charge,2022-01-26 02:27:00
TRIP105293,2022-01-19 14:04:00,3,0.61,33.01,No Charge,2022-01-19 14:23:00
TRIP105294,2022-01-17 05:59:00,2,0.96,8.18,Cash,2022-01-17 06:27:00
TRIP105295,2022-01-21 16:47:00,1,2.54,19.16,Cash,2022-01-21 17:33:00
TRIP105296,2022-01-09 18:07:00,1,2.03,34.28,Card,2022-01-09 18:15:00
TRIP105297,2022-01-03 08:29:00,4,0.31,29.89,Card,2022-01-03 09:17:00
TRIP105298,2022-01-21 19:08:00,2,1.26,18.4,Card,2022-01-21 19:35:00
TRIP105299,2022-01-09 00:29:00,1,1.06,32.67,Cash,2022-01-09 00:43:00
TRIP105300,2022-01-09 23:00:00,3,3.1,9.19,Card,2022-01-09 23:40:00
TRIP105301,2022-01-08 22:52:00,5,0.56,5.65,No Charge,2022-01-08 23:47:00
TRIP105302,2022-01-08 15:23:00,2,1.06,32.44,Cash,2022-01-08 16:12:00
TRIP105303,2022-01-06 16:50:00,2,1.0,9.01,Card,2022-01-06 17:13:00
TRIP105304,2022-01-10 11:48:00,2,4.32,27.74,Card,2022-01-10 12:15:00
TRIP105305,2022-01-25 04:40:00,2,2.87,43.17,Card,2022-01-25 05:38:00
TRIP105306,2022-01-25 11:34:00,4,0.36,44.52,Card,2022-01-25 12:17:00
TRIP105307,2022-01-21 21:51:00,1,3.8,27.99,Card,2022-01-21 22:14:00
TRIP105308,2022-01-03 09:21:00,4,2.35,20.74,Cash,2022-01-03 10:01:00
TRIP105309,2022-01-23 04:30:00,1,6.27,4.81,Card,2022-01-23 04:57:00
TRIP105310,2022-01-23 04:37:00,5,1.71,49.93,Card,2022-01-23 05:21:00
TRIP105311,2022-01-24 05:46:00,1,5.07,15.14,Cash,2022-01-24 06:01:00
TRIP105312,2022-01-26 17:12:00,2,0.84,39.57,Dispute,2022-01-26 18:04:00
TRIP105313,2022-01-22 14:08:00,4,3.61,14.98,Card,2022-01-22 14:57:00
TRIP105314,2022-01-18 07:00:00,4,0.95,10.67,Card,2022-01-18 07:45:00
TRIP105315,2022-01-24 03:16:00,3,2.43,24.64,Card,2022-01-24 03:45:00
TRIP105316,2022-01-11 09:38:00,4,1.52,16.28,Card,2022-01-11 09:59:00
TRIP105317,2022-01-27 02:44:00,2,1.29,39.0,Card,2022-01-27 03:02:00
TRIP105318,2022-01-14 23:52:00,4,3.36,42.41,Card,2022-01-15 00:43:00
TRIP105319,2022-01-15 10:34:00,1,3.61,16.3,Card,2022-01-15 10:47:00
TRIP105320,2022-01-13 20:22:00,4,0.54,26.88,Card,2022-01-13 20:44:00
TRIP105321,2022-01-27 19:10:00,2,2.57,3.08,Card,2022-01-27 19:57:00
TRIP105322,2022-01-10 21:20:00,6,1.19,44.68,Card,2022-01-10 21:35:00
TRIP105323,2022-01-27 00:48:00,1,0.51,39.57,Cash,2022-01-27 01:07:00
TRIP105324,2022-01-03 02:21:00,5,4.52,42.59,Card,2022-01-03 02:40:00
TRIP105325,2022-01-06 13:39:00,1,1.44,16.36,Card,2022-01-06 13:52:00
TRIP105326,2022-01-06 23:19:00,1,4.82,29.74,Card,2022-01-07 00:02:00
TRIP105327,2022-01-22 21:48:00,1,0.75,17.0,Card,2022-01-22 22:00:00
TRIP105328,2022-01-30 06:00:00,2,1.57,40.91,Cash,2022-01-30 06:36:00
TRIP105329,2022-01-12 13:43:00,2,1.4,8.34,Cash,2022-01-12 14:25:00
TRIP105330,2022-01-18 14:00:00,3,1.21,34.74,Dispute,2022-01-18 14:16:00
TRIP105331,2022-01-19 20:55:00,1,2.76,36.95,Cash,2022-01-19 21:07:00
TRIP105332,2022-01-16 08:39:00,1,0.92,20.17,Card,2022-01-16 09:27:00
TRIP105333,2022-01-14 23:46:00,1,2.68,25.51,Card,2022-01-15 00:03:00
TRIP105334,2022-01-25 00:05:00,1,18.65,29.93,Card,2022-01-25 00:55:00
TRIP105335,2022-01-02 13:59:00,1,0.13,22.94,Cash,2022-01-02 14:40:00
TRIP105336,2022-01-14 11:03:00,6,0.85,21.68,Card,2022-01-14 11:54:00
TRIP105337,2022-01-03 17:20:00,2,6.88,31.84,Cash,2022-01-03 18:09:00
TRIP105338,2022-01-28 17:41:00,2,0.14,32.38,Card,2022-01-28 17:53:00
TRIP105339,2022-01-30 00:39:00,4,0.76,17.09,Card,2022-01-30 01:15:00
TRIP105340,2022-01-29 08:09:00,2,2.48,13.97,Cash,2022-01-29 09:09:00
TRIP105341,2022-01-28 09:40:00,6,0.79,26.86,Card,2022-01-28 10:15:00
TRIP105342,2022-01-13 13:35:00,1,0.15,45.24,Card,2022-01-13 14:05:00
TRIP105343,2022-01-24 17:02:00,1,1.54,33.12,Cash,2022-01-24 17:33:00
TRIP105344,2022-01-16 10:45:00,3,0.2,17.54,Cash,2022-01-16 11:12:00
TRIP105345,2022-01-11 11:04:00,2,2.36,31.42,Card,2022-01-11 11:20:00
TRIP105346,2022-01-29 21:30:00,5,10.32,25.72,Card,2022-01-29 22:29:00
TRIP105347,2022-01-04 14:52:00,3,7.15,42.21,Card,2022-01-04 15:44:00
TRIP105348,2022-01-19 07:18:00,2,4.54,19.9,Card,2022-01-19 07:38:00
TRIP105349,2022-01-15 03:08:00,3,9.64,5.64,Card,2022-01-15 03:18:00
TRIP105350,2022-01-22 20:24:00,2,0.15,48.51,Card,2022-01-22 20:57:00
TRIP105351,2022-01-25 03:58:00,6,1.06,8.47,Card,2022-01-25 04:45:00
TRIP105352,2022-01-22 01:20:00,1,5.0,48.42,No Charge,2022-01-22 01:33:00
TRIP105353,2022-01-19 07:03:00,2,1.0,39.75,Card,2022-01-19 07:47:00
TRIP105354,2022-01-04 21:02:00,6,3.49,41.9,Card,2022-01-04 21:30:00
TRIP105355,2022-01-06 03:03:00,6,2.58,19.74,No Charge,2022-01-06 03:44:00
TRIP105356,2022-01-25 18:11:00,1,3.86,30.43,Card,2022-01-25 18:34:00
TRIP105357,2022-01-01 03:40:00,1,2.66,24.72,Cash,2022-01-01 04:38:00
TRIP105358,2022-01-17 13:01:00,3,5.59,24.7,Card,2022-01-17 14:00:00
TRIP105359,2022-01-01 23:44:00,2,5.44,49.04,Card,2022-01-02 00:29:00
TRIP105360,2022-01-07 15:36:00,1,1.98,46.04,Card,2022-01-07 15:56:00
TRIP105361,2022-01-27 10:47:00,2,2.87,19.51,Card,2022-01-27 11:45:00
TRIP105362,2022-01-15 10:56:00,2,1.26,31.74,Cash,2022-01-15 11:10:00
TRIP105363,2022-01-24 17:57:00,4,9.22,8.28,Cash,2022-01-24 18:28:00
TRIP105364,2022-01-08 09:46:00,1,0.51,26.48,No Charge,2022-01-08 10:39:00
TRIP105365,2022-01-07 02:55:00,2,0.88,46.96,Card,2022-01-07 03:51:00
TRIP105366,2022-01-21 01:41:00,2,1.82,26.47,Card,2022-01-21 01:57:00
TRIP105367,2022-01-11 01:22:00,2,0.06,38.3,Cash,2022-01-11 01:31:00
TRIP105368,2022-01-07 07:21:00,1,5.82,22.78,Card,2022-01-07 07:59:00
TRIP105369,2022-01-25 10:45:00,2,4.87,7.53,Card,2022-01-25 11:35:00
TRIP105370,2022-01-19 06:46:00,1,0.14,46.18,Card,2022-01-19 07:06:00
TRIP105371,2022-01-17 15:22:00,2,0.89,32.91,Card,2022-01-17 16:21:00
TRIP105372,2022-01-17 08:28:00,2,1.06,7.14,Cash,2022-01-17 08:53:00
TRIP105373,2022-01-23 13:05:00,2,0.83,22.94,Card,2022-01-23 13:51:00
TRIP105374,2022-01-07 16:20:00,2,1.92,47.03,Card,2022-01-07 17:20:00
TRIP105375,2022-01-14 04:21:00,1,0.65,43.73,Card,2022-01-14 05:20:00
TRIP105376,2022-01-26 11:19:00,1,2.88,8.46,Card,2022-01-26 11:53:00
TRIP105377,2022-01-21 10:55:00,1,0.84,32.76,Cash,2022-01-21 11:15:00
TRIP105378,2022-01-23 00:33:00,2,3.47,19.49,Card,2022-01-23 01:22:00
TRIP105379,2022-01-19 07:02:00,1,3.5,25.26,No Charge,2022-01-19 07:11:00
TRIP105380,2022-01-07 03:27:00,4,1.1,28.09,Cash,2022-01-07 03:58:00
TRIP105381,2022-01-21 18:23:00,2,1.95,44.73,Card,2022-01-21 18:53:00
TRIP105382,2022-01-30 12:29:00,1,4.25,24.33,Card,2022-01-30 12:55:00
TRIP105383,2022-01-13 13:45:00,1,3.65,24.86,Card,2022-01-13 13:55:00
TRIP105384,2022-01-26 15:09:00,4,0.09,23.6,Card,2022-01-26 15:29:00
TRIP105385,2022-01-05 16:54:00,1,1.91,30.43,Cash,2022-01-05 17:32:00
TRIP105386,2022-01-04 14:35:00,2,1.91,29.32,Cash,2022-01-04 15:32:00
TRIP105387,2022-01-30 13:10:00,1,4.26,48.31,Dispute,2022-01-30 14:02:00
TRIP105388,2022-01-07 10:38:00,6,0.79,22.21,Dispute,2022-01-07 10:48:00
TRIP105389,2022-01-15 10:20:00,2,2.95,28.8,Card,2022-01-15 11:19:00
TRIP105390,2022-01-01 17:41:00,2,10.53,5.94,No Charge,2022-01-01 18:20:00
TRIP105391,2022-01-19 19:17:00,1,5.13,33.76,No Charge,2022-01-19 20:01:00
TRIP105392,2022-01-03 00:37:00,2,0.28,10.13,Card,2022-01-03 00:43:00
TRIP105393,2022-01-28 17:23:00,1,0.87,21.27,Card,2022-01-28 18:17:00
TRIP105394,2022-01-15 07:23:00,1,0.73,7.68,Card,2022-01-15 08:22:00
TRIP105395,2022-01-09 05:03:00,2,6.16,19.49,Card,2022-01-09 05:51:00
TRIP105396,2022-01-23 07:00:00,2,4.54,25.6,Cash,2022-01-23 07:29:00
TRIP105397,2022-01-21 20:53:00,1,7.68,15.38,Cash,2022-01-21 21:08:00
TRIP105398,2022-01-09 04:43:00,3,2.25,13.29,Card,2022-01-09 05:29:00
TRIP105399,2022-01-26 13:10:00,5,3.52,44.4,Card,2022-01-26 13:27:00
TRIP105400,2022-01-03 07:43:00,4,3.52,47.32,Cash,2022-01-03 08:25:00
TRIP105401,2022-01-28 01:32:00,4,1.32,13.36,Card,2022-01-28 01:54:00
TRIP105402,2022-01-07 06:44:00,6,0.69,28.33,Card,2022-01-07 07:38:00
TRIP105403,2022-01-19 20:25:00,6,0.06,36.77,Card,2022-01-19 20:30:00
TRIP105404,2022-01-17 22:16:00,1,5.19,13.69,Cash,2022-01-17 22:27:00
TRIP105405,2022-01-14 19:57:00,2,5.44,19.28,Card,2022-01-14 20:21:00
TRIP105406,2022-01-02 18:01:00,2,5.99,17.17,Card,2022-01-02 18:23:00
TRIP105407,2022-01-11 22:55:00,6,1.81,46.77,Cash,2022-01-11 23:42:00
TRIP105408,2022-01-26 03:56:00,3,3.67,25.72,Card,2022-01-26 04:12:00
TRIP105409,2022-01-07 04:17:00,4,0.48,28.47,Card,2022-01-07 05:05:00
TRIP105410,2022-01-15 16:31:00,1,3.93,48.75,Card,2022-01-15 17:31:00
TRIP105411,2022-01-10 03:20:00,2,0.05,30.08,Card,2022-01-10 04:05:00
TRIP105412,2022-01-26 21:08:00,5,0.29,13.77,Card,2022-01-26 21:31:00
TRIP105413,2022-01-17 05:04:00,1,0.47,9.4,Card,2022-01-17 06:02:00
TRIP105414,2022-01-07 00:18:00,2,2.77,45.71,Card,2022-01-07 01:04:00
TRIP105415,2022-01-04 07:41:00,1,0.64,12.11,Card,2022-01-04 08:17:00
TRIP105416,2022-01-05 20:00:00,1,0.87,30.9,Card,2022-01-05 20:25:00
TRIP105417,2022-01-19 04:48:00,1,1.47,29.24,No Charge,2022-01-19 05:36:00
TRIP105418,2022-01-27 18:09:00,1,1.94,20.6,Cash,2022-01-27 18:22:00
TRIP105419,2022-01-23 05:53:00,1,8.0,27.59,Cash,2022-01-23 06:35:00
TRIP105420,2022-01-04 23:21:00,1,2.08,16.31,Card,2022-01-04 23:48:00
TRIP105421,2022-01-05 06:59:00,2,7.53,6.95,Card,2022-01-05 07:30:00
TRIP105422,2022-01-10 11:13:00,1,1.22,47.05,Card,2022-01-10 12:02:00
TRIP105423,2022-01-24 22:07:00,1,2.51,34.58,Card,2022-01-24 22:15:00
TRIP105424,2022-01-19 09:41:00,3,3.54,40.12,No Charge,2022-01-19 10:12:00
TRIP105425,2022-01-01 15:31:00,2,1.81,48.09,Cash,2022-01-01 16:30:00
TRIP105426,2022-01-07 22:19:00,3,4.98,49.49,Cash,2022-01-07 22:58:00
TRIP105427,2022-01-17 06:38:00,1,2.06,26.33,Card,2022-01-17 07:32:00
TRIP105428,2022-01-24 03:46:00,4,0.07,13.38,Cash,2022-01-24 04:22:00
TRIP105429,2022-01-01 22:25:00,3,10.75,21.46,Card,2022-01-01 22:31:00
TRIP105430,2022-01-11 05:27:00,1,3.75,3.91,Cash,2022-01-11 05:55:00
TRIP105431,2022-01-28 09:41:00,1,4.12,12.6,Dispute,2022-01-28 10:28:00
TRIP105432,2022-01-11 10:11:00,1,6.67,15.01,Card,2022-01-11 10:42:00
TRIP105433,2022-01-25 19:30:00,3,4.58,44.07,Cash,2022-01-25 19:38:00
TRIP105434,2022-01-14 22:38:00,2,8.57,36.3,Card,2022-01-14 23:33:00
TRIP105435,2022-01-29 14:57:00,1,3.24,13.36,Card,2022-01-29 15:27:00
TRIP105436,2022-01-06 21:16:00,1,0.99,36.0,No Charge,2022-01-06 22:14:00
TRIP105437,2022-01-25 01:49:00,4,6.62,43.5,Cash,2022-01-25 02:32:00
TRIP105438,2022-01-26 03:52:00,2,0.94,6.71,Card,2022-01-26 04:06:00
TRIP105439,2022-01-23 05:15:00,1,2.43,32.83,Card,2022-01-23 06:03:00
TRIP105440,2022-01-11 12:02:00,3,0.22,13.18,Cash,2022-01-11 13:00:00
TRIP105441,2022-01-21 22:25:00,1,3.07,41.01,Card,2022-01-21 22:39:00
TRIP105442,2022-01-07 18:15:00,4,0.33,18.58,Card,2022-01-07 18:28:00
TRIP105443,2022-01-25 04:03:00,1,0.32,17.88,Card,2022-01-25 04:39:00
TRIP105444,2022-01-26 18:25:00,5,6.02,49.83,Cash,2022-01-26 18:57:00
TRIP105445,2022-01-18 08:30:00,1,4.03,26.22,Card,2022-01-18 08:54:00
TRIP105446,2022-01-12 05:46:00,1,7.9,21.11,Card,2022-01-12 06:02:00
TRIP105447,2022-01-08 11:53:00,1,2.94,27.77,Cash,2022-01-08 12:21:00
TRIP105448,2022-01-25 13:28:00,1,3.81,43.48,Card,2022-01-25 14:02:00
TRIP105449,2022-01-27 23:14:00,4,0.95,34.87,Cash,2022-01-27 23:19:00
TRIP105450,2022-01-04 10:29:00,2,7.71,10.15,Card,2022-01-04 10:41:00
TRIP105451,2022-01-25 16:54:00,2,1.21,3.36,Card,2022-01-25 17:21:00
TRIP105452,2022-01-21 16:07:00,1,6.27,22.25,Card,2022-01-21 16:20:00
TRIP105453,2022-01-22 07:34:00,5,3.23,47.51,Cash,2022-01-22 08:21:00
TRIP105454,2022-01-09 03:39:00,2,2.0,21.67,Cash,2022-01-09 03:48:00
TRIP105455,2022-01-30 07:00:00,1,1.67,46.76,Card,2022-01-30 07:51:00
TRIP105456,2022-01-29 19:45:00,2,1.89,29.93,Card,2022-01-29 19:59:00
TRIP105457,2022-01-24 19:52:00,2,0.23,5.84,Card,2022-01-24 20:10:00
TRIP105458,2022-01-11 17:50:00,1,0.75,34.55,Cash,2022-01-11 18:41:00
TRIP105459,2022-01-04 14:16:00,2,7.8,3.47,Card,2022-01-04 15:09:00
TRIP105460,2022-01-21 01:22:00,5,1.14,23.04,Cash,2022-01-21 01:32:00
TRIP105461,2022-01-14 05:43:00,4,6.14,12.28,Card,2022-01-14 06:32:00
TRIP105462,2022-01-05 02:13:00,1,0.47,24.94,Card,2022-01-05 02:23:00
TRIP105463,2022-01-26 01:24:00,2,1.19,46.29,Card,2022-01-26 02:23:00
TRIP105464,2022-01-23 14:05:00,2,0.88,38.9,Card,2022-01-23 14:18:00
TRIP105465,2022-01-05 16:13:00,4,0.62,42.72,Cash,2022-01-05 17:11:00
TRIP105466,2022-01-15 05:42:00,4,2.79,46.99,Card,2022-01-15 06:24:00
TRIP105467,2022-01-17 13:39:00,4,0.82,34.66,Dispute,2022-01-17 14:23:00
TRIP105468,2022-01-15 16:05:00,1,17.98,26.01,Cash,2022-01-15 16:36:00
TRIP105469,2022-01-03 01:39:00,2,5.82,26.02,Cash,2022-01-03 02:39:00
TRIP105470,2022-01-26 18:43:00,2,1.94,7.63,Card,2022-01-26 19:33:00
TRIP105471,2022-01-23 17:08:00,2,0.16,5.59,Card,2022-01-23 17:46:00
TRIP105472,2022-01-11 03:03:00,2,0.51,45.5,Card,2022-01-11 03:12:00
TRIP105473,2022-01-05 00:31:00,4,0.99,33.18,No Charge,2022-01-05 01:21:00
TRIP105474,2022-01-13 01:06:00,1,7.39,21.45,Card,2022-01-13 01:12:00
TRIP105475,2022-01-18 10:41:00,5,3.05,39.31,Cash,2022-01-18 11:40:00
TRIP105476,2022-01-02 08:26:00,1,0.38,43.76,Card,2022-01-02 09:15:00
TRIP105477,2022-01-06 09:46:00,3,5.45,22.05,Cash,2022-01-06 10:15:00
TRIP105478,2022-01-03 06:06:00,3,2.12,33.8,Card,2022-01-03 06:25:00
TRIP105479,2022-01-09 05:38:00,6,0.41,10.52,Card,2022-01-09 06:04:00
TRIP105480,2022-01-19 16:48:00,6,0.98,41.97,Card,2022-01-19 17:09:00
TRIP105481,2022-01-18 03:10:00,1,4.39,25.36,Cash,2022-01-18 03:18:00
TRIP105482,2022-01-01 18:30:00,1,0.25,41.83,Cash,2022-01-01 18:59:00
TRIP105483,2022-01-29 03:09:00,2,0.38,41.99,Card,2022-01-29 03:46:00
TRIP105484,2022-01-21 16:55:00,1,4.89,3.03,Card,2022-01-21 17:25:00
TRIP105485,2022-01-15 17:37:00,1,2.63,18.59,No Charge,2022-01-15 18:36:00
TRIP105486,2022-01-15 09:17:00,2,10.94,3.67,Cash,2022-01-15 10:16:00
TRIP105487,2022-01-27 16:08:00,2,0.07,46.27,No Charge,2022-01-27 17:08:00
TRIP105488,2022-01-07 21:34:00,1,1.86,49.77,Card,2022-01-07 22:05:00
TRIP105489,2022-01-30 05:50:00,6,2.33,6.77,Card,2022-01-30 06:09:00
TRIP105490,2022-01-04 03:03:00,4,1.36,13.65,Cash,2022-01-04 03:31:00
TRIP105491,2022-01-16 08:18:00,5,4.72,3.68,Card,2022-01-16 09:15:00
TRIP105492,2022-01-24 19:26:00,1,5.28,30.86,Cash,2022-01-24 20:21:00
TRIP105493,2022-01-10 20:47:00,2,4.17,45.12,Cash,2022-01-10 21:05:00
TRIP105494,2022-01-10 02:31:00,2,0.04,24.04,Card,2022-01-10 02:46:00
TRIP105495,2022-01-11 16:57:00,6,4.7,30.65,Cash,2022-01-11 17:47:00
TRIP105496,2022-01-18 03:53:00,2,3.45,49.41,Card,2022-01-18 04:36:00
TRIP105497,2022-01-01 12:01:00,4,0.59,35.46,Dispute,2022-01-01 12:08:00
TRIP105498,2022-01-24 15:24:00,2,1.87,22.5,Dispute,2022-01-24 15:33:00
TRIP105499,2022-01-30 16:36:00,2,2.62,6.65,Card,2022-01-30 17:09:00
TRIP105500,2022-01-15 06:55:00,2,0.81,15.55,Card,2022-01-15 07:41:00
TRIP105501,2022-01-17 16:07:00,1,1.4,12.81,Card,2022-01-17 16:20:00
TRIP105502,2022-01-05 04:05:00,2,4.25,39.73,Cash,2022-01-05 04:57:00
TRIP105503,2022-01-26 22:13:00,3,7.58,27.9,Card,2022-01-26 23:13:00
TRIP105504,2022-01-14 13:16:00,3,7.52,28.7,Card,2022-01-14 13:25:00
TRIP105505,2022-01-01 22:37:00,3,15.27,31.13,Card,2022-01-01 23:13:00
TRIP105506,2022-01-22 19:40:00,6,2.28,42.34,Card,2022-01-22 19:57:00
TRIP105507,2022-01-27 02:24:00,1,1.72,23.35,Cash,2022-01-27 02:37:00
TRIP105508,2022-01-13 20:24:00,4,7.55,11.31,Cash,2022-01-13 21:11:00
TRIP105509,2022-01-07 05:27:00,5,0.92,38.51,Card,2022-01-07 05:42:00
TRIP105510,2022-01-18 01:47:00,2,3.81,30.56,Cash,2022-01-18 02:27:00
TRIP105511,2022-01-11 21:13:00,2,1.1,17.46,Cash,2022-01-11 21:56:00
TRIP105512,2022-01-27 19:39:00,1,1.38,31.46,Cash,2022-01-27 20:27:00
TRIP105513,2022-01-13 03:06:00,3,3.31,48.57,Cash,2022-01-13 03:14:00
TRIP105514,2022-01-15 17:02:00,1,2.3,18.95,Cash,2022-01-15 17:26:00
TRIP105515,2022-01-16 21:55:00,1,0.4,28.76,Card,2022-01-16 22:55:00
TRIP105516,2022-01-04 18:11:00,1,0.27,9.53,Card,2022-01-04 18:26:00
TRIP105517,2022-01-12 16:52:00,1,0.39,14.43,Cash,2022-01-12 16:59:00
TRIP105518,2022-01-09 11:08:00,2,1.03,5.58,Cash,2022-01-09 11:50:00
TRIP105519,2022-01-13 11:31:00,1,0.17,44.19,Card,2022-01-13 11:44:00
TRIP105520,2022-01-09 18:06:00,3,7.72,34.67,Card,2022-01-09 18:19:00
TRIP105521,2022-01-21 03:16:00,5,2.08,47.45,Card,2022-01-21 04:05:00
TRIP105522,2022-01-27 04:06:00,1,0.9,21.05,Card,2022-01-27 04:15:00
TRIP105523,2022-01-11 14:28:00,5,1.67,39.27,Card,2022-01-11 15:01:00
TRIP105524,2022-01-01 23:18:00,2,6.45,29.84,No Charge,2022-01-01 23:29:00
TRIP105525,2022-01-15 18:55:00,2,3.57,22.42,Card,2022-01-15 19:52:00
TRIP105526,2022-01-28 14:07:00,4,2.85,16.52,No Charge,2022-01-28 14:14:00
TRIP105527,2022-01-11 07:00:00,5,9.03,14.71,Cash,2022-01-11 07:19:00
TRIP105528,2022-01-27 09:51:00,2,4.64,46.59,Cash,2022-01-27 10:00:00
TRIP105529,2022-01-02 09:20:00,1,0.5,43.47,Card,2022-01-02 09:47:00
TRIP105530,2022-01-25 03:10:00,2,1.59,23.68,Card,2022-01-25 03:22:00
TRIP105531,2022-01-06 16:26:00,1,2.22,8.24,Card,2022-01-06 16:38:00
TRIP105532,2022-01-07 12:33:00,1,1.16,28.65,Card,2022-01-07 12:48:00
TRIP105533,2022-01-16 03:40:00,6,6.19,45.09,Card,2022-01-16 03:55:00
TRIP105534,2022-01-11 08:39:00,6,0.91,10.63,Cash,2022-01-11 09:39:00
